54.01;0.11;-0.10;-3.00;-1;0;0;0;0

53.7;-0.31;0.11;-0.10;+1;0;0;0;0

57.2;3.50;-0.31;0.11;+1;0;0;0;0

57.8;0.60;3.50;-0.31;+1;0;0;0;0

58.7;0.90;0.60;3.50;-1;0;0;0;0

57.6;-1.10;0.90;0.60;-1;0;0;0;0

56.25;-1.35;-1.10;0.90;-1;0;0;0;0

54.1;-2.15;-1.35;-1.10;-1;0;0;0;0

53.8;-0.30;-2.15;-1.35;-1;0;0;0;0

52.8;-1.00;-0.30;-2.15;-1;0;0;0;0

52;-0.80;-1.00;-0.30;-1;0;0;0;0

50.8;-1.20;-0.80;-1.00;-1;0;0;0;0

49.9;-0.90;-1.20;-0.80;-1;0;0;0;0

47.7;-2.20;-0.90;-1.20;-1;0;0;0;0

47;-0.70;-2.20;-0.90;+1;0;0;0;0

49;2.00;-0.70;-2.20;-1;0;0;0;0

48;-1.00;2.00;-0.70;+1;0;0;0;0

50.5;2.50;-1.00;2.00;+1;0;0;0;0

52.5;2.00;2.50;-1.00;-1;0;0;0;0

52.4;-0.10;2.00;2.50;-1;0;0;0;0

50.99;-1.41;-0.10;2.00;+1;0;0;0;0

52.99;2.00;-1.41;-0.10;+1;0;0;0;0

54.97;1.98;2.00;-1.41;+1;0;0;0;0

56.5;1.53;1.98;2.00;-1;0;0;0;0

54;-2.50;1.53;1.98;-1;0;0;0;0

51.99;-2.01;-2.50;1.53;-1;0;0;0;0

49.99;-2.00;-2.01;-2.50;+1;0;0;0;0

53.5;3.51;-2.00;-2.01;-1;0;0;0;0

52.99;-0.51;3.51;-2.00;-1;0;0;0;0

50.8;-2.19;-0.51;3.51;-1;0;0;0;0

50.7;-0.10;-2.19;-0.51;-1;0;0;0;0

49.65;-1.05;-0.10;-2.19;+1;0;0;0;0

51.68;2.03;-1.05;-0.10;+1;0;0;0;0

53.4;1.72;2.03;-1.05;+1;0;0;0;0

54.63;1.23;1.72;2.03;+1;0;0;0;0

57;2.37;1.23;1.72;-1;0;0;0;0

56;-1.00;2.37;1.23;+1;0;0;0;0

56.8;0.80;-1.00;2.37;-1;0;0;0;0

56;-0.80;0.80;-1.00;-1;0;0;0;0

56;0.00;-0.80;0.80;-1;0;0;0;0

56;0.00;0.00;-0.80;+1;0;0;0;0

59.5;3.50;0.00;0.00;-1;0;0;0;0

59.15;-0.35;3.50;0.00;+1;0;0;0;0

59.6;0.45;-0.35;3.50;+1;0;0;0;0

61;1.40;0.45;-0.35;-1;0;0;0;0

60.5;-0.50;1.40;0.45;+1;0;0;0;0

61;0.50;-0.50;1.40;-1;0;0;0;0

59.5;-1.50;0.50;-0.50;+1;0;0;0;0

60;0.50;-1.50;0.50;-1;0;0;0;0

59.3;-0.70;0.50;-1.50;-1;0;0;0;0

58.49;-0.81;-0.70;0.50;-1;0;0;0;0

54.6;-3.89;-0.81;-0.70;-1;0;0;0;0

54.4;-0.20;-3.89;-0.81;-1;0;0;0;0

52.9;-1.50;-0.20;-3.89;+1;0;0;0;0

53;0.10;-1.50;-0.20;+1;0;0;0;0

56.7;3.70;0.10;-1.50;-1;0;0;0;0

55.8;-0.90;3.70;0.10;-1;0;0;0;0

54.7;-1.10;-0.90;3.70;+1;0;0;0;0

56;1.30;-1.10;-0.90;+1;0;0;0;0

58.49;2.49;1.30;-1.10;-1;0;0;0;0

58.38;-0.11;2.49;1.30;+1;0;0;0;0

58.99;0.61;-0.11;2.49;-1;0;0;0;0

58.64;-0.35;0.61;-0.11;+1;0;0;0;0

58.94;0.30;-0.35;0.61;-1;0;0;0;0

58.64;-0.30;0.30;-0.35;-1;0;0;0;0

58;-0.64;-0.30;0.30;+1;0;0;0;0

61.24;3.24;-0.64;-0.30;-1;0;0;0;0

60.7;-0.54;3.24;-0.64;-1;0;0;0;0

