68.49;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-2.00;-1.50;-1.20;-2.55;0.36;+1;0;0;0;0

69;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-2.00;-1.50;-1.20;-2.55;+1;0;0;0;0

69.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-2.00;-1.50;-1.20;+1;0;0;0;0

71.88;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-2.00;-1.50;+1;0;0;0;0

73.66;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-2.00;+1;0;0;0;0

73.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;1.60;-1;0;0;0;0

72;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;2.60;-1;0;0;0;0

69.8;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;1.37;+1;0;0;0;0

70.34;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;0.63;-1;0;0;0;0

67.01;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-0.05;+1;0;0;0;0

67.7;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;0.25;-1;0;0;0;0

66.51;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-0.18;-1;0;0;0;0

65.3;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1.72;-1;0;0;0;0

64.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;2.70;-1;0;0;0;0

61;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1.30;-1;0;0;0;0

60.41;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;0.45;-1;0;0;0;0

59.7;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;-1.95;+1;0;0;0;0

62.8;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1.40;+1;0;0;0;0

65.4;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-0.21;-1;0;0;0;0

64.45;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-0.32;-1;0;0;0;0

61.4;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;-1.47;-1;0;0;0;0

60.5;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;2.65;+1;0;0;0;0

63.9;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;1.15;+1;0;0;0;0

64.4;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;0.69;-1;0;0;0;0

62.4;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-0.28;-1;0;0;0;0

60.8;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1.06;-1;0;0;0;0

57.94;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;-1.95;-1;0;0;0;0

56.8;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-0.90;+1;0;0;0;0

57.1;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-0.85;-1;0;0;0;0

54.6;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;-0.45;-1;0;0;0;0

52.64;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;0.64;+1;0;0;0;0

52.65;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;0.96;+1;0;0;0;0

57;4.35;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;1.15;-1;0;0;0;0

56.8;-0.20;4.35;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;-0.55;+1;0;0;0;0

58;1.20;-0.20;4.35;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-0.50;+1;0;0;0;0

60.3;2.30;1.20;-0.20;4.35;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;0.20;-1;0;0;0;0

59.01;-1.29;2.30;1.20;-0.20;4.35;0.01;-1.96;-2.50;0.30;-1.14;-2.86;-1.60;-2.00;0.50;3.40;-0.90;-3.05;-0.95;2.60;3.10;-0.71;-0.59;-3.05;-1.25;-1.21;-1.19;0.69;-3.33;0.54;-2.20;-1.85;0.19;1.78;1.94;0.94;0.51;2.69;0.60;-1.30;1.60;+1;0;0;0;0

