87.8;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-2.56;1.81;-0.25;-2.25;-0.40;-1;0;0;0;0

85.5;-2.30;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-2.56;1.81;-0.25;-2.25;+1;0;0;0;0

86.2;0.70;-2.30;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-2.56;1.81;-0.25;+1;0;0;0;0

88;1.80;0.70;-2.30;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-2.56;1.81;-1;0;0;0;0

87.5;-0.50;1.80;0.70;-2.30;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-2.56;+1;0;0;0;0

89;1.50;-0.50;1.80;0.70;-2.30;4.55;1.86;-1.61;5.50;0.00;1.10;-0.60;-0.10;2.60;1.10;0.60;0.05;-0.69;-1.32;0.06;1.90;-0.60;-0.40;0.80;0.60;0.91;1.49;-0.20;2.65;1.18;-0.13;-0.29;-0.96;-0.15;-0.26;0.16;1.10;0.90;1.01;0.39;-2.40;-1.75;-1.75;-0.79;0.79;-0.67;-0.03;1.50;-0.09;0.79;0.79;-1.13;-2.03;-0.63;2.91;0.89;-2.79;-1.31;1.20;-0.15;-1;0;0;0;0

